CNPJ_FUNDO;CPF-PROPRIETARIO;FAT_ANUAL
30.998.257/0001-45;30644437;2877053
30.353.744/0001-50;30644440;2482225
08.537.725/0001-25;30644448;2086326
13.083.229/0001-89;30644495;2006794
06.004.046/0001-65;30644599;870357
11.077.957/0001-52;30644601;1612932
12.776.265/0001-65;30644610;866845
08.702.580/0001-70;30644618;1973919
29.141.319/0001-19;30644637;2417749
11.502.169/0001-66;30644675;2410443
08.297.698/0001-60;30644686;1584983
22.809.178/0001-10;30644704;530954
17.373.841/0001-47;30644787;3236254
13.416.209/0001-82;30644855;1311756
04.899.146/0001-71;30644862;2914393
23.970.212/0001-05;30644894;1740437
21.321.520/0001-76;30644902;1676328
23.502.637/0001-81;30644945;2146944
09.067.360/0001-85;30644966;3272665
04.841.638/0001-06;30645033;3481353
13.021.451/0001-57;30645034;2438689
08.799.261/0001-25;30645068;1477261
21.321.520/0001-76;30645083;2185014
08.944.708/0001-02;30645090;3318591
31.964.457/0001-40;30645109;1966619
14.106.768/0001-59;30645149;2375928
31.032.191/0001-05;30645164;779939
08.967.683/0001-62;30645185;2592834
14.189.782/0001-63;30645214;2019436
18.854.001/0001-69;30645221;3449286
09.412.843/0001-70;30645229;3316235
08.708.952/0001-76;30645269;1967768
31.666.755/0001-53;30645272;2691439
07.996.035/0001-71;30645292;2976014
31.961.612/0001-74;30645335;2437493
20.889.336/0001-64;30645405;2109282
04.088.617/0001-61;30645473;2223113
18.959.265/0001-87;30645525;3294740
28.098.599/0001-67;30645543;3052395
18.289.982/0001-49;30645593;1968413
08.458.672/0001-57;30645611;1224363
09.141.874/0001-33;30645620;540262
12.241.065/0001-08;30645902;3006590
07.350.338/0001-12;30645929;2654461
15.212.548/0001-72;30645962;3054257
10.922.614/0001-84;30646014;1652806
23.556.207/0001-42;30646053;2419254
07.990.078/0001-40;30646126;3091334
34.096.113/0001-54;30646134;1658279
22.773.358/0001-90;30646229;1904020
23.966.345/0001-08;30646252;3450941
05.249.268/0001-85;30646265;814866
09.110.246/0001-90;30646383;1888993
09.645.612/0001-06;30646393;1410446
07.726.890/0001-62;30646431;3102169
27.746.867/0001-47;30646492;711321
06.175.696/0001-73;30646504;807391
08.940.250/0001-13;30646550;3049106
05.573.298/0001-42;30646563;3202693
05.395.898/0001-68;30646572;1421997
03.051.783/0001-20;30646579;1885499
08.389.857/0001-57;30646636;1227057
28.971.556/0001-44;30646664;2851888
20.216.075/0001-11;30646687;2212032
21.408.039/0001-12;30646754;566077
11.248.368/0001-90;30646774;3382707
07.364.145/0001-10;30646934;1692100
28.849.603/0001-81;30646955;2660119
15.296.607/0001-38;30646958;1652276
04.836.807/0001-10;30646961;973251
25.970.283/0001-25;30646994;2302623
14.097.725/0001-54;30647012;2385034
26.179.720/0001-50;30647029;1967368
17.253.763/0001-47;30647095;879903
13.850.506/0001-31;30647099;1930301
31.552.371/0001-00;30647108;3439622
08.816.467/0001-16;30647122;507598
13.223.109/0001-30;30647140;1271000
24.012.935/0001-56;30647151;815829
23.340.019/0001-82;30647194;1734019
10.856.840/0001-04;30647246;3321741
26.491.382/0001-97;30647248;3227116
60.912.078/0001-04;30647255;1517691
09.087.708/0001-04;30647264;1709396
26.406.961/0001-94;30647268;561138
04.529.952/0001-58;30647340;2318230
26.861.681/0001-76;30647346;2683773
07.584.202/0001-77;30647353;1197156
04.328.542/0001-49;30647383;1612593
08.018.926/0001-16;30647390;1938471
11.424.379/0001-83;30647412;2898706
02.511.852/0001-79;30647415;659301
03.840.166/0001-04;30647418;3392249
08.753.134/0001-95;30647437;938191
04.226.554/0001-62;30647455;1845223
04.217.625/0001-60;30647484;586977
00.831.901/0001-25;30647486;1911871
09.525.181/0001-44;30647507;3315375
11.839.215/0001-17;30647542;539308
07.939.040/0001-42;30647546;1288399
03.051.815/0001-98;30647565;1357903
02.981.022/0001-05;30647602;925151
22.150.390/0001-19;30647614;1527207
12.984.642/0001-51;30647636;3083560
31.608.483/0001-35;30647637;3033774
21.946.746/0001-62;30647643;2596067
29.733.071/0001-85;30647655;2602748
11.301.127/0001-67;30647660;3351641
11.702.328/0001-76;30647667;3270879
05.164.358/0001-73;30647679;3166755
08.799.842/0001-67;30647682;1625806
13.176.295/0001-01;30647712;2471463
22.899.098/0001-01;30647734;1582670
30.353.827/0001-40;30647802;2903967
13.396.651/0001-94;30647871;2488294
07.894.727/0001-09;30647909;1840651
23.352.188/0001-32;30647976;3371387
31.964.074/0001-71;30647994;2897879
01.146.546/0001-18;30647995;1557298
03.860.261/0001-70;30647997;2071039
30.556.626/0001-40;30648009;1271260
07.810.916/0001-56;30648085;586237
05.898.509/0001-17;30648104;2694764
11.361.531/0001-26;30648118;2820072
14.506.486/0001-49;30648127;911836
14.543.978/0001-04;30648148;3081460
27.328.628/0001-77;30648154;3408876
12.435.108/0001-96;30648218;2532047
22.899.228/0001-06;30648265;1334644
24.643.902/0001-04;30648367;1068555
08.715.308/0001-25;30648419;3288375
12.353.758/0001-92;30648430;2918805
32.239.786/0001-90;30648450;2834790
05.529.715/0001-50;30648464;1119979
01.575.639/0001-68;30648466;2990939
33.158.068/0001-52;30648496;2918476
09.271.689/0001-63;30648511;2020236
06.036.837/0001-77;30648531;1129102
32.295.655/0001-20;30648586;2467212
27.879.970/0001-65;30648711;570727
13.243.842/0001-16;30648715;1995764
10.925.558/0001-31;30648773;3311633
17.768.746/0001-42;30648813;2497745
00.832.431/0001-14;30648821;3365025
07.187.621/0001-75;30648825;1091509
08.160.832/0001-87;30648844;3066910
21.079.600/0001-67;30648913;3388835
23.340.129/0001-44;30648925;1827000
08.209.013/0001-87;30648942;1113418
19.599.474/0001-20;30649077;1168551
01.879.280/0001-12;30649086;1221920
12.055.111/0001-84;30649097;2065344
07.892.298/0001-30;30649126;2954426
97.519.794/0001-36;30649193;889668
11.409.553/0001-19;30649217;2892318
23.340.277/0001-69;30649233;918479
17.158.462/0001-34;30649239;1565726
34.096.196/0001-81;30649283;1850946
09.555.429/0001-10;30649317;2413904
31.248.460/0001-67;30649328;1300731
22.150.568/0001-21;30649376;2504136
05.362.674/0001-50;30649377;3022373
08.668.898/0001-82;30649378;2367327
19.670.733/0001-61;30649443;1972745
09.141.867/0001-31;30649459;1316528
27.707.783/0001-02;30649475;2502605
13.969.736/0001-14;30649484;1913960
13.089.336/0001-14;30649496;2864738
18.716.062/0001-60;30649516;3106520
12.614.602/0001-18;30649538;2994706
18.254.509/0001-26;30649539;997969
04.194.723/0001-20;30649616;2855787
24.986.706/0001-32;30649617;840186
17.517.611/0001-04;30649684;1983510
14.504.220/0001-67;30649703;684577
00.271.117/0001-00;30649732;2634761
22.590.150/0001-35;30649779;720992
03.420.190/0001-94;30649831;3177869
10.384.375/0001-56;30649852;1063686
00.832.414/0001-87;30649863;2294917
08.418.609/0001-97;30649884;864991
33.600.915/0001-97;30649915;1604404
17.759.388/0001-01;30649919;2510975
19.599.474/0001-20;30649921;1388096
33.600.794/0001-83;30649993;982794
28.881.236/0001-01;30650017;2378460
14.097.754/0001-16;30650029;3171177
03.992.522/0001-05;30650070;2612017
09.489.373/0001-42;30650078;3170156
06.282.603/0001-00;30650089;673641
04.674.790/0001-41;30650096;788944
27.746.705/0001-09;30650143;2123911
11.881.516/0001-09;30650230;1731080
15.641.882/0001-41;30650318;865014
16.703.203/0001-84;30650338;3268677
03.894.320/0001-20;30650388;2801539
10.810.116/0001-40;30650425;3345488
23.502.637/0001-81;30650431;1060618
01.842.562/0001-45;30650461;1327875
16.478.739/0001-43;30650485;2147153
18.820.025/0001-05;30650539;2694514
10.513.480/0001-48;30650743;557634
30.453.362/0001-07;30650768;1218444
32.922.105/0001-94;30650787;2174752
04.914.668/0001-03;30650789;1438654
28.881.236/0001-01;30650814;2132519
07.381.653/0001-07;30650824;3241266
27.696.660/0001-05;30650879;2935281
31.366.337/0001-40;30650884;1126138
31.006.840/0001-95;30650902;1212373
15.259.296/0001-37;30650968;1064744
09.271.091/0001-74;30651026;1156603
06.301.875/0001-00;30651031;1265724
11.121.927/0001-04;30651038;2945355
03.364.854/0001-45;30651106;2242680
00.830.599/0001-90;30651187;3493477
07.965.736/0001-43;30651198;2085409
08.940.194/0001-17;30651224;819375
04.061.762/0001-59;30651226;2598788
02.932.907/0001-14;30651247;1494849
14.091.614/0001-30;30651314;614003
07.726.877/0001-03;30651357;2151883
23.035.153/0001-70;30651374;2571896
27.945.323/0001-04;30651415;1434112
26.978.146/0001-08;30651449;1229312
31.552.340/0001-59;30651460;765213
18.644.570/0001-80;30651480;2628180
09.269.257/0001-18;30651519;2826643
03.074.954/0001-37;30651549;2402626
28.757.142/0001-17;30651551;867779
15.078.107/0001-20;30651607;3279352
11.435.262/0001-03;30651660;2894911
23.884.672/0001-02;30651661;1557420
23.781.828/0001-20;30651702;1427835
11.530.140/0001-98;30651794;668816
07.098.326/0001-42;30651805;702748
27.292.876/0001-05;30651811;696957
15.453.290/0001-04;30651816;1587978
10.451.793/0001-19;30651877;782404
32.396.909/0001-05;30651910;767478
26.173.354/0001-21;30651918;542096
26.344.420/0001-89;30651945;686402
15.626.322/0001-18;30651964;1874646
22.773.440/0001-14;30652016;837669
00.609.324/0001-21;30652033;1866352
14.312.140/0001-00;30652130;2404482
10.583.902/0001-51;30652137;1446831
30.877.879/0001-15;30652142;1409958
28.320.645/0001-20;30652234;3187366
33.589.828/0001-86;30652246;1217605
30.329.404/0001-94;30652251;1475042
04.907.145/0001-21;30652257;3343685
09.606.059/0001-00;30652266;905613
06.866.055/0001-65;30652273;2544877
08.487.544/0001-31;30652325;750345
19.941.671/0001-85;30652356;1333204
08.432.322/0001-11;30652379;3481619
68.967.660/0001-80;30652402;1627075
29.045.373/0001-60;30652429;1541324
03.396.639/0001-26;30652469;612605
32.999.505/0001-06;30652479;911926
24.986.718/0001-67;30652504;1226075
02.183.931/0001-06;30652508;1000461
20.110.206/0001-81;30652699;2119587
17.002.686/0001-52;30652717;2283952
09.606.110/0001-76;30652723;2679495
04.812.702/0001-20;30652736;2041500
13.503.979/0001-62;30652770;2466249
33.149.605/0001-06;30652801;2236418
22.899.266/0001-50;30652867;1983322
21.406.971/0001-06;30652973;968918
06.049.527/0001-97;30652997;610638
19.549.945/0001-95;30653041;3056426
04.013.287/0001-45;30653075;1500757
27.381.541/0001-63;30653080;776911
29.941.120/0001-75;30653103;1923963
06.877.794/0001-52;30653118;3442757
12.553.745/0001-67;30653132;2309749
20.977.660/0001-34;30653199;2230712
09.523.230/0001-00;30653268;3486945
03.051.776/0001-29;30653292;1622863
14.825.026/0001-83;30653378;2606052
16.899.157/0001-30;30653381;3184782
03.051.795/0001-55;30653397;2157789
13.021.697/0001-29;30653400;2984244
17.694.396/0001-17;30653442;2720365
18.369.673/0001-89;30653448;1525190
01.406.186/0001-46;30653471;2918645
02.131.725/0001-44;30653484;1615473
18.185.832/0001-95;30653518;2563099
18.602.310/0001-41;30653562;1652324
12.553.538/0001-02;30653606;3305072
00.071.477/0001-68;30653622;3142496
21.406.971/0001-06;30653641;1768964
23.781.888/0001-42;30653642;2660781
23.035.153/0001-70;30653647;2902265
10.397.526/0001-00;30653688;906221
04.822.765/0001-68;30653741;786693
09.281.807/0001-14;30653816;2551442
05.090.621/0001-27;30653819;3383305
21.347.606/0001-78;30653852;1032236
28.081.176/0001-34;30653878;3382529
10.951.930/0001-84;30653965;1040467
04.573.092/0001-50;30654013;1141429
02.935.764/0001-02;30654022;699666
16.096.325/0001-50;30654032;1615363
08.616.595/0001-16;30654063;1676667
07.914.809/0001-78;30654064;2849117
00.861.108/0001-79;30654114;2935186
04.150.667/0001-21;30654116;3352380
03.333.265/0001-08;30654121;993246
16.498.953/0001-61;30654127;2962532
08.917.499/0001-08;30654139;3291969
04.699.615/0001-09;30654156;1067893
27.328.615/0001-06;30654157;3449929
23.781.945/0001-93;30654206;2022677
18.820.151/0001-51;30654208;667642
05.933.967/0001-40;30654213;3347868
16.954.586/0001-63;30654214;783002
10.646.864/0001-39;30654450;3445848
08.747.350/0001-28;30654495;1080556
02.184.937/0001-90;30654613;2335742
08.912.566/0001-00;30654640;3373965
02.131.724/0001-08;30654674;1782271
10.784.321/0001-88;30654704;3027970
18.635.495/0001-90;30654796;1843260
10.266.540/0001-75;30654888;1528650
09.150.720/0001-08;30654895;1757582
05.902.486/0001-77;30654906;1434931
11.804.544/0001-22;30654921;581590
14.830.915/0001-39;30654946;1188587
20.451.888/0001-96;30654964;2118125
26.470.420/0001-25;30654989;3094672
31.120.407/0001-86;30655028;809724
07.376.735/0001-63;30655058;1821479
29.178.368/0001-26;30655070;2196730
28.046.865/0001-08;30655077;1444519
28.396.493/0001-40;30655080;1478056
07.380.274/0001-00;30655081;2433087
02.097.253/0001-50;30655103;3242513
08.432.819/0001-30;30655109;3340831
30.057.717/0001-30;30655130;2974099
23.884.614/0001-89;30655169;648994
08.418.365/0001-42;30655195;1251155
32.398.353/0001-88;30655246;2334165
23.035.153/0001-70;30655251;1163170
05.898.544/0001-36;30655257;1870400
01.645.575/0001-24;30655335;2538911
30.509.185/0001-25;30655340;3346624
17.416.146/0001-15;30655394;1003715
30.569.005/0001-09;30655423;2125200
14.120.436/0001-29;30655443;3336114
28.747.775/0001-44;30655609;2740184
30.419.128/0001-55;30655615;1251221
01.165.784/0001-70;30655745;1988675
06.190.352/0001-33;30655771;1740227
11.118.934/0001-49;30655788;1014624
29.236.572/0001-56;30655812;1306316
14.189.766/0001-70;30655836;1023595
26.123.843/0001-79;30656029;1262880
08.201.490/0001-04;30656067;2523456
25.328.802/0001-56;30656087;3359882
03.308.718/0001-38;30656168;2041601
10.447.034/0001-82;30656215;1680779
26.450.710/0001-07;30656287;988694
01.496.500/0001-29;30656301;2661516
24.140.182/0001-64;30656340;3130319
23.654.732/0001-09;30656360;1152379
08.699.467/0001-83;30656362;577043
09.121.888/0001-95;30656382;1503222
21.556.525/0001-88;30656431;2273783
06.866.860/0001-99;30656488;2540829
31.145.844/0001-54;30656561;1262749
03.918.490/0001-06;30656605;842402
10.292.302/0001-34;30656607;2104989
19.941.689/0001-87;30656740;2775873
12.636.533/0001-43;30656770;2705107
09.522.705/0001-43;30656805;3061535
03.840.148/0001-22;30656811;558858
19.756.384/0001-03;30656828;1803521
09.300.175/0001-99;30656835;1008478
03.547.709/0001-08;30656837;1620275
04.837.364/0001-81;30656851;1659905
01.630.362/0001-29;30656898;2580164
28.788.501/0001-01;30656911;1376962
17.717.476/0001-40;30656917;1097616
28.840.470/0001-82;30656942;1347521
08.815.390/0001-60;30656962;3275057
05.841.095/0001-90;30656968;505225
15.097.717/0001-70;30657029;1565352
30.281.895/0001-40;30657055;2990658
21.347.606/0001-78;30657058;3346394
32.862.087/0001-00;30657072;619630
28.145.284/0001-23;30657081;2525724
17.892.710/0001-76;30657106;1731618
13.608.335/0001-39;30657194;2004542
05.392.454/0001-79;30657201;1290186
11.506.108/0001-77;30657203;2240145
09.645.617/0001-39;30657226;2950659
10.322.655/0001-30;30657235;1706976
13.081.827/0001-19;30657236;3303979
13.667.809/0001-13;30657269;3092077
24.018.872/0001-45;30657279;1720474
25.340.960/0001-21;30657307;1369780
13.042.219/0001-03;30657324;3486587
32.512.093/0001-20;30657416;2702772
32.225.776/0001-04;30657419;2164288
00.555.306/0001-04;30657425;1551832
01.562.582/0001-62;30657489;2204859
03.068.906/0001-36;30657550;2251706
26.218.601/0001-69;30657570;1957838
05.102.500/0001-58;30657584;2013737
06.124.639/0001-65;30657622;993265
11.061.372/0001-44;30657654;502111
08.861.062/0001-08;30657681;2683935
19.599.340/0001-09;30657706;2415714
24.117.267/0001-21;30657712;3376523
13.037.763/0001-59;30657713;876689
09.601.197/0001-99;30657747;588925
06.865.847/0001-15;30657752;1384338
08.411.739/0001-06;30657771;2239639
08.830.058/0001-74;30657775;597567
00.999.013/0001-16;30657793;3200612
09.283.042/0001-51;30657799;1691473
01.138.487/0001-36;30657814;924751
04.076.061/0001-93;30657898;2628510
07.792.453/0001-47;30657924;2495500
10.601.463/0001-62;30657993;1964180
24.405.224/0001-41;30658009;2155491
14.487.351/0001-83;30658066;2035205
27.477.430/0001-55;30658068;586024
01.630.154/0001-20;30658076;1250468
03.515.816/0001-46;30658081;1956441
08.543.127/0001-69;30658084;1505476
08.740.306/0001-96;30658139;549075
07.809.467/0001-26;30658146;2372132
03.980.743/0001-63;30658213;3052589
19.765.147/0001-09;30658239;1344991
02.980.941/0001-64;30658273;1882802
29.127.751/0001-55;30658302;1594890
22.215.144/0001-06;30658364;1098643
04.621.721/0001-70;30658380;896568
28.951.098/0001-81;30658400;1985341
05.524.130/0001-47;30658426;625433
31.611.289/0001-09;30658610;839995
05.586.710/0001-69;30658650;550403
15.559.378/0001-05;30658689;1157344
30.910.322/0001-39;30658699;1211514
17.665.995/0001-02;30658705;1089528
00.153.310/0001-46;30658724;1027248
33.270.063/0001-17;30658779;2980777
23.713.025/0001-38;30658808;2420037
18.972.764/0001-04;30658813;1684393
14.866.276/0001-61;30658851;580089
13.072.166/0001-65;30658856;2477995
20.394.257/0001-82;30658869;3301193
03.986.896/0001-18;30658875;1113876
16.718.177/0001-68;30658916;3071220
14.492.363/0001-04;30658929;1211311
28.254.520/0001-40;30659088;2634788
09.315.635/0001-52;30659090;1028966
32.862.118/0001-15;30659095;1589479
12.297.824/0001-54;30659190;2509551
11.286.460/0001-44;30659231;2081950
09.441.290/0001-83;30659275;597651
14.115.120/0001-49;30659291;1500082
08.668.860/0001-00;30659305;1310604
13.549.302/0001-65;30659341;1188997
15.674.561/0001-43;30659345;2450589
07.458.062/0001-90;30659422;3104609
21.321.551/0001-27;30659436;3466868
05.092.264/0001-36;30659442;1580524
11.695.198/0001-91;30659464;2279960
28.280.961/0001-16;30659600;1449398
29.242.378/0001-83;30659609;1949842
24.018.821/0001-13;30659733;1596653
08.968.733/0001-26;30659744;2619585
14.146.501/0001-95;30659813;2155540
26.803.679/0001-40;30659827;1798360
23.872.691/0001-19;30659839;513221
06.964.945/0001-00;30659846;3228732
17.329.604/0001-89;30659902;1483582
